Date,Open,High,Low,Close,Adj Close,Volume
2008-06-12,102.989998,105.370003,102.690002,102.790001,62.910057,1963000
2008-06-13,103.500000,104.120003,102.760002,104.070000,63.693478,1962000
2008-06-16,102.400002,103.790001,102.309998,102.550003,62.763191,1949100
2008-06-17,102.550003,103.400002,101.389999,101.589996,62.175640,1437400
2008-06-18,101.150002,102.440002,100.720001,100.959999,61.790047,1456900
2008-06-19,101.440002,103.910004,100.750000,103.339996,63.246696,1829300
2008-06-20,102.980003,103.339996,101.239998,102.070000,62.469425,2148400
2008-06-23,102.699997,104.339996,102.040001,104.129997,63.730164,2122400
2008-06-24,103.550003,104.839996,103.550003,103.940002,63.613899,1844500
2008-06-25,104.120003,105.000000,103.699997,103.830002,63.546551,2661800
2008-06-26,103.239998,103.610001,99.500000,99.500000,60.896503,2699800
2008-06-27,99.800003,100.769997,99.370003,99.620003,60.969940,3265600
2008-06-30,99.650002,99.750000,97.800003,98.660004,60.382401,3720500
2008-07-01,99.019997,101.489998,98.910004,101.089996,61.869606,2881100
2008-07-02,101.550003,102.279999,100.070000,100.300003,61.386135,1956100
2008-07-03,100.940002,101.879997,100.760002,101.480003,62.108322,1658900
2008-07-07,101.709999,103.660004,101.370003,102.620003,62.806042,3525100
2008-07-08,102.720001,104.269997,102.260002,103.809998,63.534355,3712900
2008-07-09,104.129997,104.129997,102.309998,102.309998,62.616287,2873900
2008-07-10,102.309998,103.639999,101.769997,103.510002,63.350746,2665800
2008-07-11,102.540001,103.730003,101.500000,102.680000,62.842739,2932900
2008-07-14,103.510002,103.510002,100.620003,101.989998,62.420467,2145400
2008-07-15,101.379997,102.739998,100.779999,101.650002,62.212360,3040800
2008-07-16,101.250000,102.050003,98.730003,100.739998,61.655403,4298300
2008-07-17,100.809998,101.480003,98.010002,100.260002,61.361649,3685900
2008-07-18,100.239998,101.389999,99.739998,100.989998,61.808437,2327400
2008-07-21,100.820000,102.339996,100.400002,101.589996,62.175640,2621600
2008-07-22,100.830002,104.930000,100.830002,103.879997,63.577183,4131500
2008-07-23,103.900002,107.430000,103.419998,106.839996,65.388786,2863500
2008-07-24,106.889999,106.889999,104.440002,104.750000,64.109657,2716500
2008-07-25,105.540001,105.800003,104.500000,104.620003,64.030098,1685400
2008-07-28,104.599998,105.489998,103.050003,103.349998,63.252815,2653300
2008-07-29,102.779999,104.500000,102.779999,103.919998,63.601658,1929300
2008-07-30,104.389999,106.379997,103.389999,104.129997,63.730164,2264300
2008-07-31,103.680000,105.750000,103.400002,104.330002,63.852573,1976300
2008-08-01,104.500000,105.150002,102.860001,103.970001,63.632267,1688200
2008-08-04,104.000000,105.750000,103.730003,104.599998,64.017830,1271200
2008-08-05,105.489998,108.129997,105.059998,108.099998,66.159935,2648700
2008-08-06,107.900002,107.980003,106.160004,107.389999,65.725357,2564900
2008-08-07,106.910004,108.599998,106.500000,108.290001,66.276215,2253900
2008-08-08,107.949997,112.059998,107.599998,112.059998,68.583557,3093700
2008-08-11,111.739998,113.010002,110.070000,112.879997,69.085388,4045000
2008-08-12,112.820000,114.410004,111.980003,114.389999,70.009552,4132400
2008-08-13,113.949997,114.800003,111.089996,112.970001,69.140495,4197800
2008-08-14,112.550003,113.720001,111.019997,113.180000,69.269012,2956800
2008-08-15,113.379997,117.040001,113.290001,116.669998,71.404961,4938500
2008-08-18,116.730003,116.730003,114.019997,115.250000,70.535904,3169000
